Produto/Unidade,Nível de Comercialização,U.F.,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015
POLVILHO (60 kg),ATACADO,PI,"191,60","203,00","238,10","237,35","235,20","237,10","229,32","202,75","188,10","184,36","188,00","191,00"
,PRODUTOR,PI,"149,60","154,00","154,00","154,00",,,,"175,00","158,50","151,20","150,00","150,00"
POLVILHO (kg),,AC,,,,,,,,,,,"2,57","2,75"
,,RN,"2,10","2,11","2,15","2,15","2,18","2,19","2,42","2,50","2,46","2,24","2,19","2,20"
POLVILHO (l),,TO,"3,50","3,50","3,50","3,50",,,,,,"3,00","3,00","3,00"
QUEIJO DE COALHO (kg),,AM,"19,30","19,50","20,00","20,63","20,60","21,44","21,15","20,50","21,00","21,25","21,88","22,38"
QUEIJO MUSSARELA DE LEITE DE VACA (kg),,AM,"20,10","20,25","21,50","22,38","23,20","23,94","23,65","23,38","23,25","22,65","22,88","22,63"
QUIABO (kg),ATACADO,AC,"1,32",,,,,,,,"2,00","2,00","2,00",
,,AL,,,,,,,,"10,00",,"6,80","6,50","4,63"
,,BA,"2,88","3,48","2,50","4,75","3,10","3,25","3,27","3,35","3,42","3,05","2,83","3,72"
,,CE,"4,53","5,00","5,25","4,28","3,96","4,50","3,96","4,03","3,97","4,12","4,38","4,64"
,,DF,"2,53","3,78","2,32","1,84","2,37","3,16","4,26","3,06","3,65","4,43","4,23","2,96"
,,ES,"1,36","2,04","1,51","2,14","3,45","2,24","2,47","2,34","2,06","2,47","2,24","1,67"
,,GO,"2,19","3,30","2,02","1,90","2,10","2,14","3,26","2,28","2,60","2,28","2,32","2,20"
,,MG,"1,67","2,10","0,99","1,63","2,69","2,13","2,65","2,11","2,33","2,40","2,48",
,,MS,"2,51","3,10","3,69","5,11","4,60","4,00","4,01","3,38","5,68","4,38","4,48","3,37"
,,PA,"3,38","3,13","3,11","2,30","1,97","2,25","1,70","1,79","2,67","3,27","2,84","2,67"
,,PB,"2,89","3,40","3,27","3,27","3,58","4,00","3,85","3,74","2,75","3,31","3,19","3,46"
,,PE,"3,44","5,03","3,50","3,50","3,77","3,50","3,35","3,55","3,00","3,64","3,45","3,25"
,,PI,,,,,"1,57","1,30","1,60","1,40","1,50","1,50","1,60","1,60"
,,PR,"3,85","1,87","1,87","1,91","2,85","4,63","4,49","5,27","5,00","4,68",,"4,49"
,,RJ,"1,96","2,07","1,84","2,52","3,22","2,79","3,14","3,01","3,03","2,66","2,21","2,35"
,,RN,"3,50","3,50","3,50","3,50","3,50","3,50","3,22","3,85","4,00","4,00","4,00","4,00"
,,RS,"5,02","5,00","5,00","5,00","6,97","8,50","7,50","7,50","6,78","7,00","7,00","6,40"
,,SP,"3,45","4,27","3,43","3,53","4,33","5,10","5,27","4,63","5,73","5,59","4,86","4,38"
,,TO,"4,88",,"4,56","4,87","4,70","4,88","5,40","4,84","4,81","4,00","4,20","4,13"
,PRODUTOR,BA,,,,,,,,,,,,"2,08"
RAIZ DE MANDIOCA DE MESA (20 - 22 kg),,RJ,"12,69","12,57","13,95","14,02","13,00","12,06","11,96","13,42","11,97","12,72","13,53","13,46"
RAIZ DE MANDIOCA DE MESA (20 kg),,DF,"17,13","17,63","17,00","18,00","18,50","18,50","19,17","19,50","20,00","22,30","21,92","21,83"
RAIZ DE MANDIOCA DE MESA (kg),,AC,"1,00","1,00","1,00","1,08","1,25","1,25","1,24","1,14","1,19","1,18","1,16","1,07"
,,RO,"0,98","1,11","1,10","1,29","1,20","1,27","1,11","1,06","1,06","1,00","0,97","1,00"
,,RR,"1,20","1,20","1,20","1,20","1,21","1,25","1,25","1,25","1,25","1,24","0,95","0,90"
,VAREJO,AC,,,,,,,,,,,"2,10","2,24"
RAIZ DE MANDIOCA INDÚSTRIA (kg),PRODUTOR,MG,"0,33","0,33","0,36","0,38","0,38","0,35","0,34","0,34","0,33","0,34","0,33","0,28"
RAIZ DE MANDIOCA INDÚSTRIA (t),,MG,,,,,,,,,,,"380,00","300,00"
,,MS,"172,80","163,93","160,00","165,00","153,66","140,00","138,00","132,18","119,00","117,80","172,93","201,45"
,,PR,"201,45","185,35","182,32","183,35","184,39","156,52","140,26","139,04","140,43","144,94","189,43","217,85"
,,SC,,,,,"168,10","165,48","158,52","151,92","149,37","142,00",,
,,SP,"195,56","186,18","145,28","144,00","143,93","131,98","127,37","121,36","121,10","123,88","129,96","171,07"
RAIZ DE MANDIOCA PARA FARINHA (kg),,AM,"1,12","1,01","1,07","1,04","0,69","0,71","0,77","0,73","0,79","0,87","0,88","0,83"
RAIZ DE MANDIOCA PARA FARINHA (t),,AC,,,,,,,,,,,"520,45","550,00"
,,AL,"152,00","157,00","160,00","173,75","259,00","287,50","187,00","170,00","170,00","172,50",,
,,BA,"164,47","250,00","202,50","195,00","196,84","197,50","187,37","188,16","187,50","172,50","210,00","272,50"
,,CE,"263,84","271,62","271,62","271,62","271,62","271,62","271,62","271,62","271,62","271,62","271,62","273,38"
,,ES,"105,69","100,42","94,13","98,85","99,90","81,93","68,66","55,73","53,84","49,07","52,03","104,07"
,,GO,"426,52","425,87","438,02","388,33","381,52","383,35","391,60","374,06","373,69","370,21","338,25","348,87"
,,MA,"295,17","293,55","301,94","304,52","304,52","346,47","346,47","346,47","340,18","336,71","332,50","272,00"
,,MT,"380,00","400,00","400,00","400,00","392,80","346,71","329,42","329,42","329,42","345,88","350,00","350,00"
,,PA,"308,30",,"210,00","201,13","200,15","191,00","190,28","184,56","179,19","189,60","202,53","207,91"
,,PB,"202,77","202,24","196,80","180,88","190,83","206,25","202,60","190,97","194,06","199,00","215,00","282,99"
,,PE,"200,00","197,50","180,89","183,89","204,51","210,34","194,25","187,18","179,28","172,70","196,59","223,77"
,,PI,"404,12","406,26","406,26","406,26",,,,"205,28","205,28","246,24","250,23","252,71"
,,RN,"210,48","210,67","211,87","201,43","204,24","240,00","255,43","219,76","196,50","196,40","198,45","201,25"
,,RO,,,,,,,,,,,"270,00","270,00"
,,RS,"432,15","423,67","440,34","414,12","382,37","411,70","396,48","399,37","404,15","405,70","406,56","408,40"
,,SE,"268,00","280,00","250,00","250,00","219,00","193,75","202,60","209,50","237,50","340,60","341,25","352,00"
,,TO,"395,33","395,33","395,33","395,58","200,00","400,00",,,,,,
RAIZ DE MANDIOCA RAIZ (kg) (kg),,AP,"1,80","1,80","1,80","1,80","2,04","2,10","2,10","2,15","2,15","2,15","2,15","2,20"
SAL IODADO (kg),VAREJO,RS,,,,,,,,,,"1,65","1,76","1,87"
SAL (kg),,GO,"1,63","1,70","1,68","1,72","1,75","1,73","1,70","1,73","1,78","1,72","1,82","1,79"
,,RJ,"1,60","1,73","1,65","1,94","1,79","1,83","1,60","1,90","1,81","1,88","1,64","2,08"
,,SP,"1,19","1,50","1,50","1,37","1,52","1,60","1,58","1,40","1,23","1,33","1,45","1,41"
,,TO,"1,68","1,39","1,94","1,33","1,31","1,39","0,93","1,26","1,41","1,42","1,42","1,36"
SARDA CONGELADO (kg),PRODUTOR,ES,"11,44","11,15","10,90","11,50","10,54","10,25","10,30","10,00","10,03","10,45","10,70","10,20"
SARDINHA LAGE (kg),,RJ,"0,55","1,35","0,28","0,22","0,28","0,38","1,07","1,25","0,15","0,45","0,75","0,75"
SISAL EM BRUTO (kg),,CE,"1,54","1,54","1,45","1,45","1,44","1,45","1,59","1,59","1,59","1,59","1,58","1,58"
,,PB,"2,10","2,03","2,09","2,25","2,30","2,30","2,34","2,40","2,40","2,40","2,40",
SISAL EM BRUTO TIPO 1 (kg),ATACADO,BA,"2,60","2,70",,,,,,,,,,
,PRODUTOR,BA,"2,65","2,79","2,76","2,75","2,79","3,08","3,27","3,35","3,35","3,25","3,30","3,29"
,,RN,"1,70","1,75","1,83","1,86","1,97","2,10","2,26","2,33","2,35","2,35","2,28","2,21"
SISAL EM BRUTO TIPO 2 (kg),ATACADO,BA,"2,40","2,60",,,,,,,,,,
,PRODUTOR,BA,"2,50","2,64","2,69","2,65","2,81","2,99","3,06","3,23","3,23","3,10","3,10","3,08"
SOJA EM GRÃOS (60 kg),ATACADO,MS,"53,30","53,40","55,55","55,45","53,74","53,75","57,50","58,75","68,00","69,80","69,75","71,75"
,,PR,"59,22","59,33","62,06","62,70","60,58","60,99","63,91","68,49","72,08","74,72","73,21","71,95"
,,RS,"64,05","61,15","65,68","67,41","67,22","64,71","69,63","74,16","77,67","81,07","78,94","77,41"
,,SC,"61,90","60,04","64,01","63,72","61,97","62,28","65,94","69,37","72,55","76,55","75,09","73,76"
,PRODUTOR,BA,"53,73","54,58","54,88","55,61","54,60","55,46","62,07","65,54","71,25","72,53","66,96","68,48"
,,DF,"57,45","56,05","60,00","59,44","57,50","58,50","62,25","66,56","70,88","77,05","76,00","73,38"
,,GO,"54,11","55,27","60,38","59,68","56,20","55,85","58,47","60,42","63,91","67,36","66,87","66,10"
,,MA,"53,15","55,83","59,09","59,12","57,00","55,40","57,86","64,11","65,32","76,69","75,44","73,82"
,,MG,"59,70","54,74","59,64","58,76","59,29","59,92","62,67","67,23","72,48","78,24","71,78","67,78"
,,MS,"55,18","53,17","56,56","55,83","54,24","55,37","59,52","62,81","69,59","71,76","71,67","71,53"
,,MT,"53,74","51,15","55,46","56,00","53,71","53,91","56,91","59,38","66,09","67,85","65,18","65,08"
,,PA,"56,50",,,"57,50","57,85","57,18","58,82","59,58","65,50","64,02","67,53","65,32"
,,PI,"57,67","54,42","57,67","54,92","55,57","55,92","62,37","66,09","71,92","74,07","70,92","71,79"
,,PR,"57,11","57,50","60,39","59,84","58,35","59,10","63,48","66,01","70,00","72,20","69,75","69,24"
,,RO,"51,20","49,25","53,50","53,50","52,20","52,40","54,75","57,25","59,00","60,00","60,00","60,75"
,,RR,"65,66","64,45","66,03","66,08","67,02","62,11","55,11","62,71","65,88","75,38","69,20","68,28"
,,RS,"57,37","55,14","60,54","60,58","57,98","58,66","63,05","66,60","70,39","73,67","72,45","71,52"
,,SC,"56,62","56,16","60,41","59,68","57,79","58,09","61,78","64,66","67,89","71,09","69,12","67,85"
,,SP,"58,36","54,24","54,52","55,23","59,35","60,01","60,80","66,41","66,47","68,09","72,43","73,75"
,,TO,"59,37","60,06","54,82","54,11","54,33","57,81","60,24","63,29","67,93","74,33","76,22","74,09"
SORGO GRANÍFERO EM GRÃOS (60 kg),ATACADO,BA,,,,,,,"25,00","25,00",,,,
,,ES,"28,10","27,63","28,31","29,04","28,50","26,25","24,80","25,31","29,13","33,10","33,25","34,50"
,,MS,"15,64","15,30","16,95","17,38","14,92",,,,,,,
,,RS,"23,20","22,60","25,53","24,61","28,43","17,29","22,58","23,53","24,45","26,79","29,41","29,78"
,PRODUTOR,BA,,,,"24,00","31,00","30,00","20,50",,,,,
,,CE,"26,00","26,00","26,00","26,00","26,00","27,40","31,58","31,58","31,58","31,58","31,58","36,00"
,,DF,"20,00","20,00","19,75","19,50","17,80","12,00","14,90","16,00","17,50","18,00","18,00","18,00"
,,GO,"17,92","17,74","18,47","18,41","16,55","15,55","15,86","16,19","18,74","20,27","20,94","21,22"
,,MG,"17,44","17,47","17,82","17,74","15,78","14,61","16,16","18,25","18,08","20,61","20,32","21,45"
,,MS,"15,90","15,65","16,71","16,97","14,92","13,63","14,73","14,15","15,78","17,42","17,89","19,50"
,,MT,"13,24","13,01","13,40","13,24","12,54","12,39","12,75","13,09","14,00","14,95","15,01","15,57"
,,PE,"29,25","29,25","29,25","29,25","29,25","29,25","29,25","29,25","29,25",,,
,,PI,"17,00","17,00","17,50","18,00","18,00","18,00","18,00","19,00","19,25","19,20","19,00","19,00"
,,PR,"16,50","16,50","16,50","16,50","16,50","16,63","16,90","17,00","17,50","18,29","19,58","20,00"
,,RS,"19,43","19,06","18,95","19,56","18,67","18,61","18,53","19,40","20,26","21,30","22,46","23,29"
,,SP,"18,60","18,00","18,00","18,00","18,08","17,97","18,53","18,04","18,13","20,05","22,06","22,81"
,,TO,"17,50",,,,"16,50","16,75","15,79","17,00","18,38","22,25","24,75","25,94"
SUCO INTEGRAL DE UVA (1 l),ATACADO,RS,,,,,,,,,,"7,23","7,14","7,30"
SUÍNO RAÇA (kg),PRODUTOR,PR,"3,79","3,22","3,20","2,97","2,72","3,15","3,06","2,99","3,29","3,76","3,51","3,57"
SUÍNO VIVO (kg),,AL,"8,68","9,00","9,00","9,00","8,50","8,00","8,00","8,00","8,00","8,00",,
,,BA,,,,,,,,,,,,"4,20"
,,CE,"5,60","5,15","5,00","5,00","4,46","4,43","4,38","4,50","4,45","4,50","5,08","5,60"
,,DF,,,,,,,,,,,,"4,11"
,,GO,,,,,,,,,,"4,32","4,30","4,30"
,,MG,"4,28","3,63","3,69","3,43","3,34","3,64","3,70","3,70","4,26","4,57","4,40","4,45"
,,PE,"4,64","4,58","4,23","3,80","3,72","3,50","3,42","3,50","3,50","4,10","4,08","4,38"
,,PR,,,,,,,,,,"3,02","2,84","2,80"
,,RJ,"4,48","3,83","3,75","3,35","3,42","3,68","3,70","3,70","4,29","4,47","4,29","4,30"
,,SC,"3,63","3,18","3,14","3,05","2,97","2,96","2,96","2,95","3,12","3,26","3,25","3,24"
,,SP,"5,30","3,58","3,69","4,28","4,19","4,35","4,42","4,43","4,95","5,72","5,45","5,35"
TANGERINA (24 kg),,CE,"39,65","43,20","43,20","47,50","42,62","22,80","19,92","19,73","20,17","19,20","20,04","22,56"
,,DF,,,,,,,,,,,,"24,00"
,,MG,"15,00","15,00","15,00","15,00","19,40","15,00","15,80","24,00","24,00",,,
TANGERINA (kg),ATACADO,AL,,,,,,,,,,"2,08","1,94","1,13"
,,BA,"1,44","2,11","1,87","2,08","2,17","2,05","1,42","1,52","1,65","1,70","1,84","1,63"
,,CE,"3,28","3,54","3,63","3,39","3,12","2,67","2,23","2,15","2,16","2,45","2,91","2,93"
,,DF,,,"1,95","1,35","1,05","1,26","1,42","1,50","1,50","1,50","1,50","1,50"
,,ES,,"3,87","3,17","1,95","0,80","0,60","0,86","1,39","2,16","2,43","2,62","2,82"
,,GO,"0,90","0,90","0,90","0,90","0,90","0,90","0,90","0,90","0,90","1,27","2,44","3,18"
,,MG,"1,79","2,01","2,17","1,17","0,77","0,65","0,67","0,91","1,25","1,60","1,95",
,,MS,"2,00","2,24","2,09","1,36","1,34","1,40","1,55","1,80","1,80",,,
,,PA,"3,24","3,95","3,45","2,26","2,45","2,42","2,13","2,20","1,93","2,19","2,58","3,29"
,,PB,"1,54","1,80","1,97","2,12","1,49","1,25","1,05","1,32","1,39","1,16","1,05","1,13"
,,PE,"2,38","2,28","2,45","2,00","1,66","1,56","1,61","1,74","1,75","1,91","2,13","2,36"
,,PI,,,,,"1,50","1,40","1,50","1,50","1,60","1,60","1,60","1,60"
,,PR,"2,50","2,40","2,40","2,40","2,11","1,62","1,52","1,61","2,19","2,40",,"2,23"
,,RJ,"2,36","2,45",,"1,64","0,94","0,70","1,01","1,24","1,39","1,69","2,04","2,26"
,,RN,"3,12","3,41","3,50","3,21","2,89","2,43","1,99","1,79","2,00","2,28","2,61","2,59"
,,SC,,"2,91","2,75","1,67","1,16","0,97","1,10","1,73","1,82",,,
,,SP,"2,92","3,39","3,71","4,46","3,18","2,82","2,55","3,39","4,20","4,35","4,33","3,59"
,,TO,"4,52",,"3,33","2,67","2,49","2,47","2,66","3,03","3,44","3,00","3,11","3,13"
,PRODUTOR,PR,,,,,,"1,05","1,10","1,50",,,,
TANGERINA MONTENEGRINA (24 kg),,RS,,,,"24,00","24,48","15,48","14,60","22,00","24,13","27,83",,
TANGERINA MONTENEGRINA (kg),ATACADO,RS,"2,57","2,75","1,75","1,25","1,16","1,05","1,17","1,58","2,01","2,43","2,56","2,50"
TANGERINA PONKAN (20 kg),PRODUTOR,RJ,,,,,"16,61","11,33","12,12","15,85","19,00","19,00",,
TANGERINA PONKAN (25 kg),,RJ,,,,,"20,05","18,25","18,33","18,33","19,73","22,00",,
TOMATE (20 kg),,DF,,,,,,,,,,,"40,00","35,00"
,VAREJO,BA,,,,,,,,,,,,"69,52"
,,RJ,,,,,,,,,,,"78,40","82,63"
TOMATE (22 - 24 kg),PRODUTOR,MS,"37,00","53,75","47,50","57,50","58,75","55,00","53,00","42,75","36,50","40,50","39,25","55,00"
TOMATE (25 kg),,RS,"42,10","41,69","42,67",,,,,,,,,
TOMATE (26 kg),,BA,,,,,,,,,,,,"63,70"
TOMATE (28 kg),,PI,,,,,,,,,,,,"15,00"
TOMATE (kg),ATACADO,AC,"3,61",,,,,,,,"2,77","2,77","2,77",
,,AL,,,,,,,,"2,50",,"2,05","3,13","3,13"
,,BA,"1,14","1,81","1,63","2,30","2,62","2,23","2,01","1,58","1,08","1,47","1,90","1,94"
,,CE,"1,56","1,85","2,09","3,21","4,95","3,28","3,10","2,42","1,56","1,81","2,21","2,73"
,,DF,"2,85","3,00","2,86","3,95","4,72","2,73","2,80","1,70","1,35","1,43","4,25","3,99"
,,ES,"1,59","2,14","2,02","3,23","3,83","1,89","2,32","1,78","1,39","1,56","1,96","2,70"
,,GO,"3,44","3,63","2,95","3,94","4,32","2,27","1,93","1,59","1,45","1,71","2,78","3,48"
,,MG,"1,61","1,91","2,07","3,17","3,11","1,64","1,82","1,57","1,12","0,99","2,02",
,,MS,"2,20","2,79","2,62","3,41","3,86","2,81","2,70","1,99","1,58","1,96","2,89","3,31"
,,PA,"2,09","2,49","2,34","3,29","3,12","2,68","2,22","2,05","1,69","2,18","2,90","2,67"
,,PB,"1,11","1,43","1,28","1,83","2,28","1,91","1,14","1,10","0,83","1,33","2,24","1,68"
,,PE,"1,27","1,57","1,62","1,91","2,80","2,29","1,28","1,16","1,01","1,25","2,58","1,76"
,,PI,,,,,"4,03","3,50","4,00","3,00","2,00","2,50","2,50","3,00"
,,PR,"1,89","2,41","2,10","2,85","3,67","2,73","2,96","2,25","1,90","2,27",,"3,22"
,,RJ,"1,51","2,01","1,85","3,47","4,12","2,12","2,38","1,89","1,63","1,51","2,10","2,34"
,,RS,"2,13","2,18","1,88","2,73","3,56","2,60","3,20","2,70","2,24","2,75","3,66","3,94"
,,SC,"1,89","1,89","1,71","2,37","3,25","2,31","3,07","2,40","2,19","2,30","2,87","3,68"
,,SP,"2,22","3,83","3,62","5,05","5,34","3,32","3,56","3,07","2,53","2,20","3,32","4,47"
,,TO,"3,29",,"3,70","3,99","4,91","3,71","3,60","2,73","1,85","2,04","3,67","3,73"
,PRODUTOR,CE,"1,02","0,90","0,91","1,61","2,37","2,35","1,69","1,57","1,09","1,23","1,91","2,33"
,,ES,"1,15","1,83","1,69","2,79","3,31","1,70","2,04","1,43","1,08","1,34","1,77","2,36"
,,RN,"1,54","1,55","1,74","1,81","1,98","2,14","2,05","1,97","1,53","1,18","1,39","1,55"
,,RR,"3,00","3,00","3,00","3,00","3,00","3,00","3,10","3,10","3,13","3,18","3,59","4,06"
,,SC,"1,13","1,60","1,21","1,74",,,,,,,,
,,SP,"1,56","1,60","2,12","2,13","2,60","3,75","3,76","2,61","2,20","2,21","2,73","2,79"
,VAREJO,CE,,,,,,,,,,,,"3,99"
,,DF,,,,,,,,,,,"4,49","5,04"
,,ES,,,,,,,,,,,"5,06","4,95"
,,GO,,,,,,,,,,,"4,54","4,71"
,,MG,,,,,,,,,,,"4,98","4,98"
,,MS,,,,,,,,,,,"4,05","5,06"
,,PA,,,,,,,,,,,"5,60","5,10"
,,PB,,,,,,,,,,,,"3,52"
,,PI,,,,,,,,,,,,"4,99"
,,RO,,,,,,,,,,,"3,84","3,93"
,,SE,,,,,,,,,,,,"4,75"
,,TO,,,,,,,,,,,"5,65","6,13"
TOMATE LONGA VIDA (23 kg),PRODUTOR,PR,,,,,,,,,,"43,88","46,40","57,53"
TOMATE LONGA VIDA (kg),,PR,"2,58","2,50","2,38","2,52","2,68","2,50","2,50","2,50","2,50","2,50","2,88","2,75"
,VAREJO,PR,,,,,,,,,,"2,89","4,13","3,99"
,,RS,,,,,,,,,,"5,07","5,80","7,04"
,,SC,,,,,,,,,,"4,63","5,56","6,34"
TOMATE SALADA (kg),,SP,,,,,,,,,,,"4,50","4,52"
TRIGO EM GRÃOS (60 kg),ATACADO,PR,"33,75","34,42","35,27","38,57","40,70","39,91","38,17","38,15","38,01","41,01","42,91","43,39"
,,RS,"28,97","29,83","29,78","36,31","39,40","35,50","35,10","36,20","36,89","37,15","37,89","38,21"
,PRODUTOR,DF,"43,00","44,25","44,70","48,60","48,97","43,80","42,00","42,00","42,00","42,00","42,00","41,50"
,,GO,"36,60","39,00","42,75","44,25","43,80","41,25","40,56","40,50","43,95","46,56","45,75","43,50"
,,PR,"30,44","30,94","31,58","33,89","35,33","34,88","34,35","33,82","34,02","35,87","37,61","38,14"
,,RS,"25,69","25,86","25,75","27,25","28,50","28,33","28,13","28,82","30,07","32,16","32,74","32,72"
,,SC,"28,74","28,78","29,70","31,80","32,17","31,81","30,68","31,22","32,34","33,90","35,09","35,70"
,,SP,"32,77","31,75","31,50","32,00","33,95","36,74","37,16","36,19","37,44","39,22","42,62","43,12"
TRIGO EM GRÃOS (t),ATACADO,MS,"542,00","585,00","618,75","645,00","645,00",,,,,,,
,,SC,"564,70","555,74","587,17","645,09","697,78","682,11","670,48","675,25","689,47","727,92","737,37","742,63"
,PRODUTOR,MG,"654,59","703,44","744,96","781,60",,,,"690,03","661,35","796,00","830,00","816,00"
,,MS,"520,49","571,11","606,56","617,23","643,77","627,50","624,00","624,38","623,13","642,90","650,00","646,25"
"TRIGO PÃO, PH 75, TIPO 2 (60 kg)",,PR,,,,,,,,,,"34,37","35,16","35,28"
"TRIGO PÃO, PH 78, TIPO 1 (60 kg)",ATACADO,RS,,,,,,,,,,"37,59","37,61","38,01"
,PRODUTOR,PR,,,,,,,,,,"36,75","37,71","37,92"
,,RS,,,,,,,,,,"32,50","33,01","33,11"
,,SC,,,,,,,,,,,"35,23","35,58"
"TRIGO PÃO, PH 80, TIPO 1 (60 kg)",,DF,,,,,,,,,,,,"42,00"
TRITICALE EM GRÃOS (60 kg),,PR,"17,67","18,30","18,74","19,10","20,01","19,10","18,83","19,06","19,22","20,09","20,66","20,66"
,,SC,"21,00","21,00","21,00","21,00","21,00","21,00","21,00","21,00","21,00","21,00","21,00","21,00"
,,SP,"28,87","28,17","28,17","27,58","27,09","26,83","26,41","26,88","26,78","26,20","26,04","26,05"
UMBU FRUTO (60 kg),,MG,,,,,,,,,,,,"36,00"
UMBU FRUTO (kg),,BA,"0,78","0,85","1,00","1,45",,,,,,,,"0,73"
,,MG,"0,50","0,50",,,,,,,,,,"0,60"
UVA DE MESA ISABEL (kg),,PB,,,,,,,,,,,,"2,43"
UVA DE MESA ITÁLIA (kg),,BA,"2,77","2,93","2,96","2,90","2,62","2,69","2,46","2,50","2,35","2,43","2,64","2,93"
,,PE,"2,75","3,00","3,04","3,00","2,75","2,75","2,59","2,50","2,36","2,45","2,75","2,88"
UVA INDÚSTRIA ISABEL (kg),,SC,,,"0,58","0,60","0,60",,,,,,,
UVA INDÚSTRIA NIÁGARA (kg),,SP,,,,,,,,,,,,"4,91"
UVA ISABEL (kg),,CE,"2,32","2,20","2,25","2,33","2,77",,,,,,,
,,ES,"4,00",,,,,,,,,,,
,,RS,"1,60","1,60","1,60","1,60","1,60","1,60","1,60","1,60","1,60","1,60",,
UVA (kg),,PB,"1,86","1,94","2,04","1,86","2,21","2,22","1,85","2,17","2,70","3,45","3,59","2,45"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fonte: Companhia Nacional de Abastecimento - Conab,,,,,,,,,,,,,,
"As informações podem ser reproduzidas, desde que citada a fonte.",,,,,,,,,,,,,,
Proibida a comercialização das informações disponibilizadas.,,,,,,,,,,,,,,
